case_index,contribution_type,source,herb_id,adr_id,original_score,feature,node_type,node_id,path_index,path_text,path_features,masked_score,score_drop
11,node,pu_xmsat_global_unobserved_pairs,237,2540,0.9977682828903198,target:6814,target,6814,,,,0.9977684020996094,-1.192e-07
11,node,pu_xmsat_global_unobserved_pairs,237,2540,0.9977682828903198,target:13438,target,13438,,,,0.9977685213088989,-2.384e-07
11,node,pu_xmsat_global_unobserved_pairs,237,2540,0.9977682828903198,target:19336,target,19336,,,,0.9977685213088989,-2.384e-07
11,path,pu_xmsat_global_unobserved_pairs,237,2540,0.9977682828903198,path:3,,,3,成分介导：野草莓（Fragaria vesca?L.） → Compound #745 → Target #19336 ← Mucosal haemorrhage,compound:745;target:19336,0.9977636337280273,4.6492e-06
11,path,pu_xmsat_global_unobserved_pairs,237,2540,0.9977682828903198,path:4,,,4,成分介导：野草莓（Fragaria vesca?L.） → Compound #1023 → Target #19336 ← Mucosal haemorrhage,compound:1023;target:19336,0.9977670907974243,1.1921e-06
11,path,pu_xmsat_global_unobserved_pairs,237,2540,0.9977682828903198,path:5,,,5,成分介导：野草莓（Fragaria vesca?L.） → Compound #1023 → Target #13438 ← Mucosal haemorrhage,compound:1023;target:13438,0.9977670907974243,1.1921e-06
11,path,pu_xmsat_global_unobserved_pairs,237,2540,0.9977682828903198,path:1,,,1,成分介导：野草莓（Fragaria vesca?L.） → Compound #965 → Target #14492 ← Mucosal haemorrhage,compound:965;target:14492,0.9977681636810303,1.192e-07
11,path,pu_xmsat_global_unobserved_pairs,237,2540,0.9977682828903198,path:2,,,2,成分介导：野草莓（Fragaria vesca?L.） → Compound #965 → Target #6814 ← Mucosal haemorrhage,compound:965;target:6814,0.9977681636810303,1.192e-07
12,node,pu_xmsat_global_unobserved_pairs,373,4230,0.9977574944496155,compound:761,compound,761,,,,0.9974390268325806,0.0003184676
12,node,pu_xmsat_global_unobserved_pairs,373,4230,0.9977574944496155,target:7802,target,7802,,,,0.9977579712867737,-4.768e-07
12,path,pu_xmsat_global_unobserved_pairs,373,4230,0.9977574944496155,path:1,,,1,成分介导：甜根多足蕨（Polypodium glycyrrhiza） → Compound #761 → Target #7802 ← Anorectal discomfort,compound:761;target:7802,0.9974396228790283,0.0003178716
13,node,pu_xmsat_global_unobserved_pairs,495,1810,0.9976300001144409,compound:821,compound,821,,,,0.9973680377006531,0.0002619624
13,node,pu_xmsat_global_unobserved_pairs,495,1810,0.9976300001144409,target:19336,target,19336,,,,0.9976291060447693,8.941e-07
13,path,pu_xmsat_global_unobserved_pairs,495,1810,0.9976300001144409,path:1,,,1,成分介导：荷兰种植番红花（Crocus antalyensis cv） → Compound #821 → Target #19336 ← Proteinuria,compound:821;target:19336,0.9973668456077576,0.0002631545
14,node,pu_xmsat_global_unobserved_pairs,500,5468,0.9976262450218201,target:11486,target,11486,,,,0.9976223111152649,3.9339e-06
14,node,pu_xmsat_global_unobserved_pairs,500,5468,0.9976262450218201,compound:610,compound,610,,,,0.9976264834403992,-2.384e-07
14,path,pu_xmsat_global_unobserved_pairs,500,5468,0.9976262450218201,path:1,,,1,成分介导：同形裂片胡枝子（Lespedeza homoloba） → Compound #610 → Target #11486 ← Liver injury,compound:610;target:11486,0.997622549533844,3.6955e-06
15,node,pu_xmsat_global_unobserved_pairs,373,2931,0.9975072741508484,target:15721,target,15721,,,,0.9963328838348389,0.0011743903
15,node,pu_xmsat_global_unobserved_pairs,373,2931,0.9975072741508484,compound:761,compound,761,,,,0.9971967935562134,0.0003104806
15,node,pu_xmsat_global_unobserved_pairs,373,2931,0.9975072741508484,target:7802,target,7802,,,,0.9975070357322693,2.384e-07
15,node,pu_xmsat_global_unobserved_pairs,373,2931,0.9975072741508484,target:10658,target,10658,,,,0.9975071549415588,1.192e-07
15,node,pu_xmsat_global_unobserved_pairs,373,2931,0.9975072741508484,target:18046,target,18046,,,,0.9975072741508484,0.0
15,node,pu_xmsat_global_unobserved_pairs,373,2931,0.9975072741508484,target:7213,target,7213,,,,0.9975072741508484,0.0
15,node,pu_xmsat_global_unobserved_pairs,373,2931,0.9975072741508484,target:7684,target,7684,,,,0.9975072741508484,0.0
15,node,pu_xmsat_global_unobserved_pairs,373,2931,0.9975072741508484,compound:1019,compound,1019,,,,0.9975073933601379,-1.192e-07
15,node,pu_xmsat_global_unobserved_pairs,373,2931,0.9975072741508484,target:2432,target,2432,,,,0.9975074529647827,-1.788e-07
15,path,pu_xmsat_global_unobserved_pairs,373,2931,0.9975072741508484,path:1,,,1,共享靶点：甜根多足蕨（Polypodium glycyrrhiza） → Target #15721 ← Watery diarrhoea,target:15721,0.9963328838348389,0.0011743903
15,path,pu_xmsat_global_unobserved_pairs,373,2931,0.9975072741508484,path:7,,,7,成分介导：甜根多足蕨（Polypodium glycyrrhiza） → Compound #761 → Target #7802 ← Watery diarrhoea,compound:761;target:7802,0.9971964359283447,0.0003108382
15,path,pu_xmsat_global_unobserved_pairs,373,2931,0.9975072741508484,path:6,,,6,成分介导：甜根多足蕨（Polypodium glycyrrhiza） → Compound #761 → Target #2432 ← Watery diarrhoea,compound:761;target:2432,0.9971970319747925,0.0003102422
15,path,pu_xmsat_global_unobserved_pairs,373,2931,0.9975072741508484,path:2,,,2,共享靶点：甜根多足蕨（Polypodium glycyrrhiza） → Target #10658 ← Watery diarrhoea,target:10658,0.9975071549415588,1.192e-07
15,path,pu_xmsat_global_unobserved_pairs,373,2931,0.9975072741508484,path:3,,,3,共享靶点：甜根多足蕨（Polypodium glycyrrhiza） → Target #7684 ← Watery diarrhoea,target:7684,0.9975072741508484,0.0
15,path,pu_xmsat_global_unobserved_pairs,373,2931,0.9975072741508484,path:4,,,4,成分介导：甜根多足蕨（Polypodium glycyrrhiza） → Compound #1019 → Target #7213 ← Watery diarrhoea,compound:1019;target:7213,0.9975073933601379,-1.192e-07
15,path,pu_xmsat_global_unobserved_pairs,373,2931,0.9975072741508484,path:5,,,5,成分介导：甜根多足蕨（Polypodium glycyrrhiza） → Compound #1019 → Target #18046 ← Watery diarrhoea,compound:1019;target:18046,0.9975073933601379,-1.192e-07
16,node,pu_xmsat_global_unobserved_pairs,495,2095,0.9974880218505859,compound:821,compound,821,,,,0.9971746206283569,0.0003134012
16,node,pu_xmsat_global_unobserved_pairs,495,2095,0.9974880218505859,target:11486,target,11486,,,,0.9974828362464905,5.1856e-06
16,node,pu_xmsat_global_unobserved_pairs,495,2095,0.9974880218505859,target:469,target,469,,,,0.9974864721298218,1.5497e-06
16,path,pu_xmsat_global_unobserved_pairs,495,2095,0.9974880218505859,path:2,,,2,成分介导：荷兰种植番红花（Crocus antalyensis cv） → Compound #821 → Target #11486 ← Dry cough,compound:821;target:11486,0.9971684813499451,0.0003195405
16,path,pu_xmsat_global_unobserved_pairs,495,2095,0.9974880218505859,path:1,,,1,成分介导：荷兰种植番红花（Crocus antalyensis cv） → Compound #821 → Target #469 ← Dry cough,compound:821;target:469,0.9971727132797241,0.0003153086
