row_type,case_index,contribution_group,source,herb_id,adr_id,feature,display_name,name_source,node_type,node_id,path_features,path_display_features,path_text,score_drop,masked_score,drop_class,case_count,occurrence_count,mean_score_drop,max_score_drop,positive_drop_count,near_zero_drop_count,negative_drop_count
case,4,pathway,pu_xmsat_global_unobserved_pairs,237,24,path:2,,,,,compound:1023;target:19336,Compound #1023;Target #19336,成分介导：野草莓（Fragaria vesca?L.） → Compound #1023 → Target #19336 ← Lymph node tenderness,-6.6757e-06,0.9982484579086304,near_zero,,,,,,,
case,4,target,pu_xmsat_global_unobserved_pairs,237,24,target:19336,Target #19336,unmapped_graph_id,target,19336,,,,0.0,0.9982417821884155,near_zero,,,,,,,
case,4,component,pu_xmsat_global_unobserved_pairs,237,24,compound:745,Compound #745,unmapped_graph_id,compound,745,,,,3.4571e-06,0.9982383251190186,near_zero,,,,,,,
case,4,component,pu_xmsat_global_unobserved_pairs,237,24,compound:1023,Compound #1023,unmapped_graph_id,compound,1023,,,,-6.6757e-06,0.9982484579086304,near_zero,,,,,,,
case,5,pathway,pu_xmsat_global_unobserved_pairs,500,3989,path:1,,,,,compound:610;target:7213,Compound #610;Target #7213,成分介导：同形裂片胡枝子（Lespedeza homoloba） → Compound #610 → Target #7213 ← Altered state of consciousness,4.172e-07,0.9982321858406067,near_zero,,,,,,,
case,5,pathway,pu_xmsat_global_unobserved_pairs,500,3989,path:2,,,,,compound:610;target:1774,Compound #610;Target #1774,成分介导：同形裂片胡枝子（Lespedeza homoloba） → Compound #610 → Target #1774 ← Altered state of consciousness,0.0,0.9982326030731201,near_zero,,,,,,,
case,5,target,pu_xmsat_global_unobserved_pairs,500,3989,target:7213,Target #7213,unmapped_graph_id,target,7213,,,,6.557e-07,0.9982319474220276,near_zero,,,,,,,
case,5,target,pu_xmsat_global_unobserved_pairs,500,3989,target:1774,Target #1774,unmapped_graph_id,target,1774,,,,5.96e-08,0.9982325434684753,near_zero,,,,,,,
case,5,component,pu_xmsat_global_unobserved_pairs,500,3989,compound:610,Compound #610,unmapped_graph_id,compound,610,,,,-2.384e-07,0.9982328414916992,near_zero,,,,,,,
case,6,pathway,pu_xmsat_global_unobserved_pairs,495,4997,path:1,,,,,compound:821;target:2586,Compound #821;Target #2586,成分介导：荷兰种植番红花（Crocus antalyensis cv） → Compound #821 → Target #2586 ← Jaundice,0.0002048612,0.9979562759399414,positive,,,,,,,
case,6,target,pu_xmsat_global_unobserved_pairs,495,4997,target:2586,Target #2586,unmapped_graph_id,target,2586,,,,7.153e-07,0.9981604218482971,near_zero,,,,,,,
case,6,component,pu_xmsat_global_unobserved_pairs,495,4997,compound:821,Compound #821,unmapped_graph_id,compound,821,,,,0.0002041459,0.9979569911956787,positive,,,,,,,
case,7,pathway,pu_xmsat_global_unobserved_pairs,237,2453,path:1,,,,,compound:1073;target:7260,Compound #1073;Target #7260,成分介导：野草莓（Fragaria vesca?L.） → Compound #1073 → Target #7260 ← Spina bifida,2.46763e-05,0.9980847835540771,near_zero,,,,,,,
case,7,pathway,pu_xmsat_global_unobserved_pairs,237,2453,path:2,,,,,compound:1121;target:2146,Compound #1121;Target #2146,成分介导：野草莓（Fragaria vesca?L.） → Compound #1121 → Target #2146 ← Spina bifida,1.32918e-05,0.9980961680412292,near_zero,,,,,,,
case,7,pathway,pu_xmsat_global_unobserved_pairs,237,2453,path:3,,,,,compound:1121;target:7260,Compound #1121;Target #7260,成分介导：野草莓（Fragaria vesca?L.） → Compound #1121 → Target #7260 ← Spina bifida,1.32918e-05,0.9980961680412292,near_zero,,,,,,,
case,7,pathway,pu_xmsat_global_unobserved_pairs,237,2453,path:4,,,,,compound:1023;target:7260,Compound #1023;Target #7260,成分介导：野草莓（Fragaria vesca?L.） → Compound #1023 → Target #7260 ← Spina bifida,-6.4373e-06,0.9981158971786499,near_zero,,,,,,,
case,7,target,pu_xmsat_global_unobserved_pairs,237,2453,target:7260,Target #7260,unmapped_graph_id,target,7260,,,,2.5034e-06,0.9981069564819336,near_zero,,,,,,,
case,7,target,pu_xmsat_global_unobserved_pairs,237,2453,target:2146,Target #2146,unmapped_graph_id,target,2146,,,,2.3842e-06,0.9981070756912231,near_zero,,,,,,,
case,7,component,pu_xmsat_global_unobserved_pairs,237,2453,compound:1073,Compound #1073,unmapped_graph_id,compound,1073,,,,2.22325e-05,0.9980872273445129,near_zero,,,,,,,
case,7,component,pu_xmsat_global_unobserved_pairs,237,2453,compound:1121,Compound #1121,unmapped_graph_id,compound,1121,,,,1.07884e-05,0.9980986714363098,near_zero,,,,,,,
case,7,component,pu_xmsat_global_unobserved_pairs,237,2453,compound:1023,Compound #1023,unmapped_graph_id,compound,1023,,,,-8.8215e-06,0.9981182813644409,near_zero,,,,,,,
case,8,pathway,pu_xmsat_global_unobserved_pairs,237,3387,path:2,,,,,compound:1073;target:20703,Compound #1073;Target #20703,成分介导：野草莓（Fragaria vesca?L.） → Compound #1073 → Target #20703 ← Light anaesthesia,2.91467e-05,0.9980270266532898,near_zero,,,,,,,
case,8,pathway,pu_xmsat_global_unobserved_pairs,237,3387,path:1,,,,,compound:1073;target:9880,Compound #1073;Target #9880,成分介导：野草莓（Fragaria vesca?L.） → Compound #1073 → Target #9880 ← Light anaesthesia,2.84314e-05,0.9980277419090271,near_zero,,,,,,,
case,8,target,pu_xmsat_global_unobserved_pairs,237,3387,target:20703,Target #20703,unmapped_graph_id,target,20703,,,,8.345e-07,0.9980553388595581,near_zero,,,,,,,
case,8,target,pu_xmsat_global_unobserved_pairs,237,3387,target:9880,Target #9880,unmapped_graph_id,target,9880,,,,0.0,0.998056173324585,near_zero,,,,,,,
case,8,component,pu_xmsat_global_unobserved_pairs,237,3387,compound:1073,Compound #1073,unmapped_graph_id,compound,1073,,,,2.83122e-05,0.9980278611183167,near_zero,,,,,,,
case,9,pathway,pu_xmsat_global_unobserved_pairs,618,4997,path:2,,,,,compound:480;target:2586,Compound #480;Target #2586,成分介导：地钱（Marchantia polymorpha） → Compound #480 → Target #2586 ← Jaundice,3.35574e-05,0.9979648590087891,near_zero,,,,,,,
case,9,pathway,pu_xmsat_global_unobserved_pairs,618,4997,path:1,,,,,compound:480;target:17098,Compound #480;Target #17098,成分介导：地钱（Marchantia polymorpha） → Compound #480 → Target #17098 ← Jaundice,3.29614e-05,0.9979654550552368,near_zero,,,,,,,
case,9,pathway,pu_xmsat_global_unobserved_pairs,618,4997,path:5,,,,,compound:435;target:974,Compound #435;Target #974,成分介导：地钱（Marchantia polymorpha） → Compound #435 → Target #974 ← Jaundice,5.96e-07,0.9979978203773499,near_zero,,,,,,,
case,9,pathway,pu_xmsat_global_unobserved_pairs,618,4997,path:4,,,,,compound:876;target:5720,Compound #876;Target #5720,成分介导：地钱（Marchantia polymorpha） → Compound #876 → Target #5720 ← Jaundice,4.768e-07,0.9979979395866394,near_zero,,,,,,,
case,9,pathway,pu_xmsat_global_unobserved_pairs,618,4997,path:6,,,,,compound:278;target:4,Compound #278;Target #4,成分介导：地钱（Marchantia polymorpha） → Compound #278 → Target #4 ← Jaundice,-2.384e-07,0.9979986548423767,near_zero,,,,,,,
case,9,pathway,pu_xmsat_global_unobserved_pairs,618,4997,path:3,,,,,compound:613;target:17098,Compound #613;Target #17098,成分介导：地钱（Marchantia polymorpha） → Compound #613 → Target #17098 ← Jaundice,-2.1458e-06,0.9980005621910095,near_zero,,,,,,,
case,9,pathway,pu_xmsat_global_unobserved_pairs,618,4997,path:8,,,,,compound:443;target:2197,Compound #443;Target #2197,成分介导：地钱（Marchantia polymorpha） → Compound #443 → Target #2197 ← Jaundice,-3.33786e-05,0.9980317950248718,near_zero,,,,,,,
case,9,pathway,pu_xmsat_global_unobserved_pairs,618,4997,path:7,,,,,compound:443;target:4,Compound #443;Target #4,成分介导：地钱（Marchantia polymorpha） → Compound #443 → Target #4 ← Jaundice,-3.38554e-05,0.99803227186203,near_zero,,,,,,,
case,9,target,pu_xmsat_global_unobserved_pairs,618,4997,target:2586,Target #2586,unmapped_graph_id,target,2586,,,,7.153e-07,0.9979977011680603,near_zero,,,,,,,
case,9,target,pu_xmsat_global_unobserved_pairs,618,4997,target:5720,Target #5720,unmapped_graph_id,target,5720,,,,5.96e-07,0.9979978203773499,near_zero,,,,,,,
case,9,target,pu_xmsat_global_unobserved_pairs,618,4997,target:974,Target #974,unmapped_graph_id,target,974,,,,3.576e-07,0.997998058795929,near_zero,,,,,,,
case,9,target,pu_xmsat_global_unobserved_pairs,618,4997,target:2197,Target #2197,unmapped_graph_id,target,2197,,,,2.384e-07,0.9979981780052185,near_zero,,,,,,,
case,9,target,pu_xmsat_global_unobserved_pairs,618,4997,target:17098,Target #17098,unmapped_graph_id,target,17098,,,,1.192e-07,0.9979982972145081,near_zero,,,,,,,
case,9,target,pu_xmsat_global_unobserved_pairs,618,4997,target:4,Target #4,unmapped_graph_id,target,4,,,,-1.192e-07,0.9979985356330872,near_zero,,,,,,,
case,9,component,pu_xmsat_global_unobserved_pairs,618,4997,compound:480,Compound #480,unmapped_graph_id,compound,480,,,,3.27229e-05,0.9979656934738159,near_zero,,,,,,,
case,9,component,pu_xmsat_global_unobserved_pairs,618,4997,compound:435,Compound #435,unmapped_graph_id,compound,435,,,,1.192e-07,0.9979982972145081,near_zero,,,,,,,
case,9,component,pu_xmsat_global_unobserved_pairs,618,4997,compound:278,Compound #278,unmapped_graph_id,compound,278,,,,-1.192e-07,0.9979985356330872,near_zero,,,,,,,
case,9,component,pu_xmsat_global_unobserved_pairs,618,4997,compound:876,Compound #876,unmapped_graph_id,compound,876,,,,-1.192e-07,0.9979985356330872,near_zero,,,,,,,
case,9,component,pu_xmsat_global_unobserved_pairs,618,4997,compound:613,Compound #613,unmapped_graph_id,compound,613,,,,-2.3842e-06,0.9980008006095886,near_zero,,,,,,,
case,9,component,pu_xmsat_global_unobserved_pairs,618,4997,compound:443,Compound #443,unmapped_graph_id,compound,443,,,,-3.37362e-05,0.9980321526527405,near_zero,,,,,,,
case,10,pathway,pu_xmsat_global_unobserved_pairs,618,3989,path:2,,,,,compound:480;target:1933,Compound #480;Target #1933,成分介导：地钱（Marchantia polymorpha） → Compound #480 → Target #1933 ← Altered state of consciousness,3.78489e-05,0.9978747367858887,near_zero,,,,,,,
case,10,pathway,pu_xmsat_global_unobserved_pairs,618,3989,path:1,,,,,compound:480;target:7938,Compound #480;Target #7938,成分介导：地钱（Marchantia polymorpha） → Compound #480 → Target #7938 ← Altered state of consciousness,3.36766e-05,0.997878909111023,near_zero,,,,,,,
case,10,pathway,pu_xmsat_global_unobserved_pairs,618,3989,path:8,,,,,compound:1243;target:1933,Compound #1243;Target #1933,成分介导：地钱（Marchantia polymorpha） → Compound #1243 → Target #1933 ← Altered state of consciousness,6.7353e-06,0.9979058504104614,near_zero,,,,,,,
case,10,pathway,pu_xmsat_global_unobserved_pairs,618,3989,path:5,,,,,compound:1257;target:1933,Compound #1257;Target #1933,成分介导：地钱（Marchantia polymorpha） → Compound #1257 → Target #1933 ← Altered state of consciousness,5.6624e-06,0.9979069232940674,near_zero,,,,,,,
case,10,pathway,pu_xmsat_global_unobserved_pairs,618,3989,path:7,,,,,compound:876;target:1933,Compound #876;Target #1933,成分介导：地钱（Marchantia polymorpha） → Compound #876 → Target #1933 ← Altered state of consciousness,5.3048e-06,0.997907280921936,near_zero,,,,,,,
case,10,pathway,pu_xmsat_global_unobserved_pairs,618,3989,path:3,,,,,compound:613;target:1933,Compound #613;Target #1933,成分介导：地钱（Marchantia polymorpha） → Compound #613 → Target #1933 ← Altered state of consciousness,2.9802e-06,0.9979096055030823,near_zero,,,,,,,
case,10,pathway,pu_xmsat_global_unobserved_pairs,618,3989,path:4,,,,,compound:613;target:1774,Compound #613;Target #1774,成分介导：地钱（Marchantia polymorpha） → Compound #613 → Target #1774 ← Altered state of consciousness,2.9802e-06,0.9979096055030823,near_zero,,,,,,,
case,10,pathway,pu_xmsat_global_unobserved_pairs,618,3989,path:6,,,,,compound:876;target:7938,Compound #876;Target #7938,成分介导：地钱（Marchantia polymorpha） → Compound #876 → Target #7938 ← Altered state of consciousness,1.1921e-06,0.9979113936424255,near_zero,,,,,,,
case,10,target,pu_xmsat_global_unobserved_pairs,618,3989,target:1933,Target #1933,unmapped_graph_id,target,1933,,,,5.3048e-06,0.997907280921936,near_zero,,,,,,,
case,10,target,pu_xmsat_global_unobserved_pairs,618,3989,target:1774,Target #1774,unmapped_graph_id,target,1774,,,,5.1856e-06,0.9979074001312256,near_zero,,,,,,,
case,10,target,pu_xmsat_global_unobserved_pairs,618,3989,target:7938,Target #7938,unmapped_graph_id,target,7938,,,,1.3113e-06,0.997911274433136,near_zero,,,,,,,
case,10,component,pu_xmsat_global_unobserved_pairs,618,3989,compound:480,Compound #480,unmapped_graph_id,compound,480,,,,3.23653e-05,0.997880220413208,near_zero,,,,,,,
case,10,component,pu_xmsat_global_unobserved_pairs,618,3989,compound:1243,Compound #1243,unmapped_graph_id,compound,1243,,,,1.4305e-06,0.9979111552238464,near_zero,,,,,,,
case,10,component,pu_xmsat_global_unobserved_pairs,618,3989,compound:1257,Compound #1257,unmapped_graph_id,compound,1257,,,,3.576e-07,0.9979122281074524,near_zero,,,,,,,
case,10,component,pu_xmsat_global_unobserved_pairs,618,3989,compound:876,Compound #876,unmapped_graph_id,compound,876,,,,0.0,0.997912585735321,near_zero,,,,,,,
case,10,component,pu_xmsat_global_unobserved_pairs,618,3989,compound:613,Compound #613,unmapped_graph_id,compound,613,,,,-2.3842e-06,0.9979149699211121,near_zero,,,,,,,
case,11,pathway,pu_xmsat_global_unobserved_pairs,237,2540,path:3,,,,,compound:745;target:19336,Compound #745;Target #19336,成分介导：野草莓（Fragaria vesca?L.） → Compound #745 → Target #19336 ← Mucosal haemorrhage,4.6492e-06,0.9977636337280273,near_zero,,,,,,,
case,11,pathway,pu_xmsat_global_unobserved_pairs,237,2540,path:4,,,,,compound:1023;target:19336,Compound #1023;Target #19336,成分介导：野草莓（Fragaria vesca?L.） → Compound #1023 → Target #19336 ← Mucosal haemorrhage,1.1921e-06,0.9977670907974243,near_zero,,,,,,,
case,11,pathway,pu_xmsat_global_unobserved_pairs,237,2540,path:5,,,,,compound:1023;target:13438,Compound #1023;Target #13438,成分介导：野草莓（Fragaria vesca?L.） → Compound #1023 → Target #13438 ← Mucosal haemorrhage,1.1921e-06,0.9977670907974243,near_zero,,,,,,,
case,11,pathway,pu_xmsat_global_unobserved_pairs,237,2540,path:1,,,,,compound:965;target:14492,Compound #965;Target #14492,成分介导：野草莓（Fragaria vesca?L.） → Compound #965 → Target #14492 ← Mucosal haemorrhage,1.192e-07,0.9977681636810303,near_zero,,,,,,,
case,11,pathway,pu_xmsat_global_unobserved_pairs,237,2540,path:2,,,,,compound:965;target:6814,Compound #965;Target #6814,成分介导：野草莓（Fragaria vesca?L.） → Compound #965 → Target #6814 ← Mucosal haemorrhage,1.192e-07,0.9977681636810303,near_zero,,,,,,,
case,11,target,pu_xmsat_global_unobserved_pairs,237,2540,target:14492,Target #14492,unmapped_graph_id,target,14492,,,,-1.192e-07,0.9977684020996094,near_zero,,,,,,,
case,11,target,pu_xmsat_global_unobserved_pairs,237,2540,target:6814,Target #6814,unmapped_graph_id,target,6814,,,,-1.192e-07,0.9977684020996094,near_zero,,,,,,,
case,11,target,pu_xmsat_global_unobserved_pairs,237,2540,target:13438,Target #13438,unmapped_graph_id,target,13438,,,,-2.384e-07,0.9977685213088989,near_zero,,,,,,,
case,11,target,pu_xmsat_global_unobserved_pairs,237,2540,target:19336,Target #19336,unmapped_graph_id,target,19336,,,,-2.384e-07,0.9977685213088989,near_zero,,,,,,,
case,11,component,pu_xmsat_global_unobserved_pairs,237,2540,compound:745,Compound #745,unmapped_graph_id,compound,745,,,,4.7684e-06,0.9977635145187378,near_zero,,,,,,,
case,11,component,pu_xmsat_global_unobserved_pairs,237,2540,compound:1023,Compound #1023,unmapped_graph_id,compound,1023,,,,1.4305e-06,0.9977668523788452,near_zero,,,,,,,
case,11,component,pu_xmsat_global_unobserved_pairs,237,2540,compound:965,Compound #965,unmapped_graph_id,compound,965,,,,2.384e-07,0.9977680444717407,near_zero,,,,,,,
case,12,pathway,pu_xmsat_global_unobserved_pairs,373,4230,path:1,,,,,compound:761;target:7802,Compound #761;Target #7802,成分介导：甜根多足蕨（Polypodium glycyrrhiza） → Compound #761 → Target #7802 ← Anorectal discomfort,0.0003178716,0.9974396228790283,positive,,,,,,,
case,12,target,pu_xmsat_global_unobserved_pairs,373,4230,target:7802,Target #7802,unmapped_graph_id,target,7802,,,,-4.768e-07,0.9977579712867737,near_zero,,,,,,,
case,12,component,pu_xmsat_global_unobserved_pairs,373,4230,compound:761,Compound #761,unmapped_graph_id,compound,761,,,,0.0003184676,0.9974390268325806,positive,,,,,,,
case,13,pathway,pu_xmsat_global_unobserved_pairs,495,1810,path:1,,,,,compound:821;target:19336,Compound #821;Target #19336,成分介导：荷兰种植番红花（Crocus antalyensis cv） → Compound #821 → Target #19336 ← Proteinuria,0.0002631545,0.9973668456077576,positive,,,,,,,
case,13,target,pu_xmsat_global_unobserved_pairs,495,1810,target:19336,Target #19336,unmapped_graph_id,target,19336,,,,8.941e-07,0.9976291060447693,near_zero,,,,,,,
case,13,component,pu_xmsat_global_unobserved_pairs,495,1810,compound:821,Compound #821,unmapped_graph_id,compound,821,,,,0.0002619624,0.9973680377006531,positive,,,,,,,
case,14,pathway,pu_xmsat_global_unobserved_pairs,500,5468,path:1,,,,,compound:610;target:11486,Compound #610;Target #11486,成分介导：同形裂片胡枝子（Lespedeza homoloba） → Compound #610 → Target #11486 ← Liver injury,3.6955e-06,0.997622549533844,near_zero,,,,,,,
case,14,target,pu_xmsat_global_unobserved_pairs,500,5468,target:11486,Target #11486,unmapped_graph_id,target,11486,,,,3.9339e-06,0.9976223111152649,near_zero,,,,,,,
case,14,component,pu_xmsat_global_unobserved_pairs,500,5468,compound:610,Compound #610,unmapped_graph_id,compound,610,,,,-2.384e-07,0.9976264834403992,near_zero,,,,,,,
case,15,pathway,pu_xmsat_global_unobserved_pairs,373,2931,path:1,,,,,target:15721,Target #15721,共享靶点：甜根多足蕨（Polypodium glycyrrhiza） → Target #15721 ← Watery diarrhoea,0.0011743903,0.9963328838348389,positive,,,,,,,
case,15,pathway,pu_xmsat_global_unobserved_pairs,373,2931,path:7,,,,,compound:761;target:7802,Compound #761;Target #7802,成分介导：甜根多足蕨（Polypodium glycyrrhiza） → Compound #761 → Target #7802 ← Watery diarrhoea,0.0003108382,0.9971964359283447,positive,,,,,,,
case,15,pathway,pu_xmsat_global_unobserved_pairs,373,2931,path:6,,,,,compound:761;target:2432,Compound #761;Target #2432,成分介导：甜根多足蕨（Polypodium glycyrrhiza） → Compound #761 → Target #2432 ← Watery diarrhoea,0.0003102422,0.9971970319747925,positive,,,,,,,
case,15,pathway,pu_xmsat_global_unobserved_pairs,373,2931,path:2,,,,,target:10658,Target #10658,共享靶点：甜根多足蕨（Polypodium glycyrrhiza） → Target #10658 ← Watery diarrhoea,1.192e-07,0.9975071549415588,near_zero,,,,,,,
case,15,pathway,pu_xmsat_global_unobserved_pairs,373,2931,path:3,,,,,target:7684,Target #7684,共享靶点：甜根多足蕨（Polypodium glycyrrhiza） → Target #7684 ← Watery diarrhoea,0.0,0.9975072741508484,near_zero,,,,,,,
case,15,pathway,pu_xmsat_global_unobserved_pairs,373,2931,path:4,,,,,compound:1019;target:7213,Compound #1019;Target #7213,成分介导：甜根多足蕨（Polypodium glycyrrhiza） → Compound #1019 → Target #7213 ← Watery diarrhoea,-1.192e-07,0.9975073933601379,near_zero,,,,,,,
case,15,pathway,pu_xmsat_global_unobserved_pairs,373,2931,path:5,,,,,compound:1019;target:18046,Compound #1019;Target #18046,成分介导：甜根多足蕨（Polypodium glycyrrhiza） → Compound #1019 → Target #18046 ← Watery diarrhoea,-1.192e-07,0.9975073933601379,near_zero,,,,,,,
case,15,target,pu_xmsat_global_unobserved_pairs,373,2931,target:15721,Target #15721,unmapped_graph_id,target,15721,,,,0.0011743903,0.9963328838348389,positive,,,,,,,
case,15,target,pu_xmsat_global_unobserved_pairs,373,2931,target:7802,Target #7802,unmapped_graph_id,target,7802,,,,2.384e-07,0.9975070357322693,near_zero,,,,,,,
case,15,target,pu_xmsat_global_unobserved_pairs,373,2931,target:10658,Target #10658,unmapped_graph_id,target,10658,,,,1.192e-07,0.9975071549415588,near_zero,,,,,,,
case,15,target,pu_xmsat_global_unobserved_pairs,373,2931,target:18046,Target #18046,unmapped_graph_id,target,18046,,,,0.0,0.9975072741508484,near_zero,,,,,,,
case,15,target,pu_xmsat_global_unobserved_pairs,373,2931,target:7213,Target #7213,unmapped_graph_id,target,7213,,,,0.0,0.9975072741508484,near_zero,,,,,,,
case,15,target,pu_xmsat_global_unobserved_pairs,373,2931,target:7684,Target #7684,unmapped_graph_id,target,7684,,,,0.0,0.9975072741508484,near_zero,,,,,,,
case,15,target,pu_xmsat_global_unobserved_pairs,373,2931,target:2432,Target #2432,unmapped_graph_id,target,2432,,,,-1.788e-07,0.9975074529647827,near_zero,,,,,,,
case,15,component,pu_xmsat_global_unobserved_pairs,373,2931,compound:761,Compound #761,unmapped_graph_id,compound,761,,,,0.0003104806,0.9971967935562134,positive,,,,,,,
case,15,component,pu_xmsat_global_unobserved_pairs,373,2931,compound:1019,Compound #1019,unmapped_graph_id,compound,1019,,,,-1.192e-07,0.9975073933601379,near_zero,,,,,,,
case,16,pathway,pu_xmsat_global_unobserved_pairs,495,2095,path:2,,,,,compound:821;target:11486,Compound #821;Target #11486,成分介导：荷兰种植番红花（Crocus antalyensis cv） → Compound #821 → Target #11486 ← Dry cough,0.0003195405,0.9971684813499451,positive,,,,,,,
case,16,pathway,pu_xmsat_global_unobserved_pairs,495,2095,path:1,,,,,compound:821;target:469,Compound #821;Target #469,成分介导：荷兰种植番红花（Crocus antalyensis cv） → Compound #821 → Target #469 ← Dry cough,0.0003153086,0.9971727132797241,positive,,,,,,,
case,16,target,pu_xmsat_global_unobserved_pairs,495,2095,target:11486,Target #11486,unmapped_graph_id,target,11486,,,,5.1856e-06,0.9974828362464905,near_zero,,,,,,,
case,16,target,pu_xmsat_global_unobserved_pairs,495,2095,target:469,Target #469,unmapped_graph_id,target,469,,,,1.5497e-06,0.9974864721298218,near_zero,,,,,,,
case,16,component,pu_xmsat_global_unobserved_pairs,495,2095,compound:821,Compound #821,unmapped_graph_id,compound,821,,,,0.0003134012,0.9971746206283569,positive,,,,,,,
case,17,pathway,pu_xmsat_global_unobserved_pairs,618,1810,path:2,,,,,compound:480;target:13438,Compound #480;Target #13438,成分介导：地钱（Marchantia polymorpha） → Compound #480 → Target #13438 ← Proteinuria,3.76105e-05,0.9974383115768433,near_zero,,,,,,,
case,17,pathway,pu_xmsat_global_unobserved_pairs,618,1810,path:1,,,,,compound:480;target:19336,Compound #480;Target #19336,成分介导：地钱（Marchantia polymorpha） → Compound #480 → Target #19336 ← Proteinuria,3.74913e-05,0.9974384307861328,near_zero,,,,,,,
case,17,pathway,pu_xmsat_global_unobserved_pairs,618,1810,path:3,,,,,compound:1257;target:19336,Compound #1257;Target #19336,成分介导：地钱（Marchantia polymorpha） → Compound #1257 → Target #19336 ← Proteinuria,1.4305e-06,0.9974744915962219,near_zero,,,,,,,
case,17,pathway,pu_xmsat_global_unobserved_pairs,618,1810,path:6,,,,,compound:435;target:19336,Compound #435;Target #19336,成分介导：地钱（Marchantia polymorpha） → Compound #435 → Target #19336 ← Proteinuria,1.3113e-06,0.9974746108055115,near_zero,,,,,,,
case,17,pathway,pu_xmsat_global_unobserved_pairs,618,1810,path:4,,,,,compound:876;target:19336,Compound #876;Target #19336,成分介导：地钱（Marchantia polymorpha） → Compound #876 → Target #19336 ← Proteinuria,9.537e-07,0.9974749684333801,near_zero,,,,,,,
case,17,pathway,pu_xmsat_global_unobserved_pairs,618,1810,path:5,,,,,compound:1243;target:19336,Compound #1243;Target #19336,成分介导：地钱（Marchantia polymorpha） → Compound #1243 → Target #19336 ← Proteinuria,2.384e-07,0.9974756836891174,near_zero,,,,,,,
case,17,pathway,pu_xmsat_global_unobserved_pairs,618,1810,path:8,,,,,compound:443;target:9481,Compound #443;Target #9481,成分介导：地钱（Marchantia polymorpha） → Compound #443 → Target #9481 ← Proteinuria,-4.29749e-05,0.9975188970565796,near_zero,,,,,,,
case,17,pathway,pu_xmsat_global_unobserved_pairs,618,1810,path:7,,,,,compound:443;target:19336,Compound #443;Target #19336,成分介导：地钱（Marchantia polymorpha） → Compound #443 → Target #19336 ← Proteinuria,-4.30942e-05,0.9975190162658691,near_zero,,,,,,,
case,17,target,pu_xmsat_global_unobserved_pairs,618,1810,target:13438,Target #13438,unmapped_graph_id,target,13438,,,,1.1921e-06,0.997474730014801,near_zero,,,,,,,
case,17,target,pu_xmsat_global_unobserved_pairs,618,1810,target:9481,Target #9481,unmapped_graph_id,target,9481,,,,1.1921e-06,0.997474730014801,near_zero,,,,,,,
case,17,target,pu_xmsat_global_unobserved_pairs,618,1810,target:19336,Target #19336,unmapped_graph_id,target,19336,,,,1.0729e-06,0.9974748492240906,near_zero,,,,,,,
case,17,component,pu_xmsat_global_unobserved_pairs,618,1810,compound:480,Compound #480,unmapped_graph_id,compound,480,,,,3.64184e-05,0.9974395036697388,near_zero,,,,,,,
case,17,component,pu_xmsat_global_unobserved_pairs,618,1810,compound:1257,Compound #1257,unmapped_graph_id,compound,1257,,,,3.576e-07,0.9974755644798279,near_zero,,,,,,,
case,17,component,pu_xmsat_global_unobserved_pairs,618,1810,compound:435,Compound #435,unmapped_graph_id,compound,435,,,,1.192e-07,0.997475802898407,near_zero,,,,,,,
case,17,component,pu_xmsat_global_unobserved_pairs,618,1810,compound:876,Compound #876,unmapped_graph_id,compound,876,,,,-1.192e-07,0.9974760413169861,near_zero,,,,,,,
case,17,component,pu_xmsat_global_unobserved_pairs,618,1810,compound:1243,Compound #1243,unmapped_graph_id,compound,1243,,,,-8.345e-07,0.9974767565727234,near_zero,,,,,,,
case,17,component,pu_xmsat_global_unobserved_pairs,618,1810,compound:443,Compound #443,unmapped_graph_id,compound,443,,,,-4.41074e-05,0.9975200295448303,near_zero,,,,,,,
case,18,pathway,pu_xmsat_global_unobserved_pairs,618,2095,path:2,,,,,compound:480;target:11486,Compound #480;Target #11486,成分介导：地钱（Marchantia polymorpha） → Compound #480 → Target #11486 ← Dry cough,4.56572e-05,0.9974249601364136,near_zero,,,,,,,
case,18,pathway,pu_xmsat_global_unobserved_pairs,618,2095,path:1,,,,,compound:480;target:7213,Compound #480;Target #7213,成分介导：地钱（Marchantia polymorpha） → Compound #480 → Target #7213 ← Dry cough,4.42863e-05,0.9974263310432434,near_zero,,,,,,,
case,18,pathway,pu_xmsat_global_unobserved_pairs,618,2095,path:3,,,,,compound:435;target:11486,Compound #435;Target #11486,成分介导：地钱（Marchantia polymorpha） → Compound #435 → Target #11486 ← Dry cough,5.126e-06,0.9974654912948608,near_zero,,,,,,,
case,18,pathway,pu_xmsat_global_unobserved_pairs,618,2095,path:5,,,,,compound:278;target:11486,Compound #278;Target #11486,成分介导：地钱（Marchantia polymorpha） → Compound #278 → Target #11486 ← Dry cough,4.7684e-06,0.9974658489227295,near_zero,,,,,,,
case,18,pathway,pu_xmsat_global_unobserved_pairs,618,2095,path:4,,,,,compound:435;target:590,Compound #435;Target #590,成分介导：地钱（Marchantia polymorpha） → Compound #435 → Target #590 ← Dry cough,1.5497e-06,0.9974690675735474,near_zero,,,,,,,
